,rt,stimulus,key_press,stim_type,count,trial_type,trial_index,time_elapsed,internal_node_id,correct,practice,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,stroop_accuracy,(no name)
10,902.3000000044703,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4incon1.png,49,incongruent,1,image-keyboard-response,24,52234,0.0-4.0-0.5,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
11,652.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/1incon4.png,52,incongruent,4,image-keyboard-response,23,50736,0.0-4.0-0.4,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
12,739.1999999955297,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4incon2.png,50,congruent,2,image-keyboard-response,22,48417,0.0-4.0-0.3,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
13,735.1000000014901,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2incon1.png,49,incongruent,1,image-keyboard-response,21,45804,0.0-4.0-0.2,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
14,726.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2incon4.png,52,incongruent,4,image-keyboard-response,20,43957,0.0-4.0-0.1,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
15,962.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/3incon1.png,51,incongruent,1,image-keyboard-response,26,57265,0.0-4.0-0.7,False,0,2022-03-10 18:48:09,2022-03-10 18:49:30,Survey Preview,,100,81,True,2022-03-10 18:49:32,R_3HpfFPtgCdJN8Au,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
16,674.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon4.png,51,incongruent,4,image-keyboard-response,20,40616,0.0-4.0-0.1,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
17,806.3000000044703,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon3.png,51,incongruent,3,image-keyboard-response,21,43169,0.0-4.0-0.2,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
18,828.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon1.png,49,incongruent,1,image-keyboard-response,22,45431,0.0-4.0-0.3,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
19,522.9000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1con.png,49,congruent,1,image-keyboard-response,23,47752,0.0-4.0-0.4,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
20,1079.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon3.png,51,incongruent,3,image-keyboard-response,24,50197,0.0-4.0-0.5,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
21,853.1999999955297,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2con.png,50,congruent,2,image-keyboard-response,25,52592,0.0-4.0-0.6,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
22,776.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon2.png,50,incongruent,2,image-keyboard-response,29,60590,0.0-4.0-0.10,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
23,930.1000000014901,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon4.png,52,incongruent,4,image-keyboard-response,27,56570,0.0-4.0-0.8,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
24,631.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3con.png,52,congruent,3,image-keyboard-response,28,58680,0.0-4.0-0.9,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
25,697.0999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon2.png,50,congruent,2,image-keyboard-response,30,62879,0.0-4.0-0.11,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
26,727.0999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon1.png,49,incongruent,1,image-keyboard-response,31,64455,0.0-4.0-0.12,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
27,1077.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon4.png,52,incongruent,4,image-keyboard-response,32,67038,0.0-4.0-0.13,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
28,875.5999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon1.png,50,incongruent,1,image-keyboard-response,19,38542,0.0-4.0-0.0,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
29,904.1999999955297,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon3.png,51,incongruent,3,image-keyboard-response,26,55011,0.0-4.0-0.7,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
30,722.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4con.png,52,incongruent,4,image-keyboard-response,33,69585,0.0-4.0-0.14,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
31,813.8000000044703,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon2.png,51,incongruent,2,image-keyboard-response,34,71852,0.0-4.0-0.15,False,0,2022-03-11 13:37:03,2022-03-11 13:38:20,Survey Preview,,100,76,True,2022-03-11 13:38:32,R_3JIUfIZddPvNwLG,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
32,809.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon2.png,50,congruent,2,image-keyboard-response,19,46550,0.0-4.0-0.0,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
33,1023.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon4.png,52,incongruent,4,image-keyboard-response,33,77011,0.0-4.0-0.14,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
34,1120.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon3.png,51,incongruent,3,image-keyboard-response,32,75282,0.0-4.0-0.13,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
35,613.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4con.png,52,incongruent,4,image-keyboard-response,31,72540,0.0-4.0-0.12,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
36,800.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3con.png,52,congruent,3,image-keyboard-response,30,70562,0.0-4.0-0.11,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
37,486.19999999552965,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon3.png,49,incongruent,3,image-keyboard-response,29,68493,0.0-4.0-0.10,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
38,729.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon3.png,52,incongruent,3,image-keyboard-response,28,66567,0.0-4.0-0.9,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
39,989.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon2.png,51,incongruent,2,image-keyboard-response,27,64559,0.0-4.0-0.8,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
40,644.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1con.png,49,congruent,1,image-keyboard-response,34,79524,0.0-4.0-0.15,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
41,801.8000000044703,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2con.png,49,congruent,2,image-keyboard-response,25,59998,0.0-4.0-0.6,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
42,713.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon1.png,49,incongruent,1,image-keyboard-response,24,57260,0.0-4.0-0.5,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
43,854.3999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/4incon1.png,49,incongruent,1,image-keyboard-response,23,54630,0.0-4.0-0.4,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
44,753.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/2incon4.png,52,incongruent,4,image-keyboard-response,22,52938,0.0-4.0-0.3,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
45,816.4000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/1incon2.png,50,incongruent,2,image-keyboard-response,21,50577,0.0-4.0-0.2,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
46,775.1000000014901,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon4.png,52,incongruent,4,image-keyboard-response,20,48755,0.0-4.0-0.1,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
47,876.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics63/countingstroop/img/3incon1.png,51,incongruent,1,image-keyboard-response,26,62200,0.0-4.0-0.7,False,0,2022-03-11 13:28:45,2022-03-11 13:30:11,Survey Preview,,100,86,True,2022-03-11 13:30:13,R_3PKWjGRYNRwLkH2,,,,,38.9091033935547,-77.0203018188477,preview,EN,0.0,
48,915.3999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2con.png,50,congruent,2,image-keyboard-response,19,38992,0.0-4.0-0.0,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
49,649.6999999955297,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/1incon2.png,50,incongruent,2,image-keyboard-response,20,40486,0.0-4.0-0.1,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
50,892.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4con.png,52,incongruent,4,image-keyboard-response,21,42883,0.0-4.0-0.2,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
51,668.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/3incon4.png,52,incongruent,4,image-keyboard-response,22,45550,0.0-4.0-0.3,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
52,951.3999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2incon3.png,51,incongruent,3,image-keyboard-response,23,47439,0.0-4.0-0.4,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
53,712.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/3incon1.png,49,incongruent,1,image-keyboard-response,24,49119,0.0-4.0-0.5,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
54,928.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/1incon3.png,51,incongruent,3,image-keyboard-response,25,51293,0.0-4.0-0.6,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
55,709.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4incon1.png,49,incongruent,1,image-keyboard-response,28,56407,0.0-4.0-0.9,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
56,625.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2incon4.png,52,incongruent,4,image-keyboard-response,27,53931,0.0-4.0-0.8,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
57,891.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4incon3.png,51,incongruent,3,image-keyboard-response,29,59198,0.0-4.0-0.10,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
58,764.4000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/3incon2.png,50,incongruent,2,image-keyboard-response,30,61034,0.0-4.0-0.11,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
59,667.3000000044703,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/2incon1.png,49,incongruent,1,image-keyboard-response,31,63389,0.0-4.0-0.12,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
60,942.1000000014901,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/3con.png,51,congruent,3,image-keyboard-response,32,65925,0.0-4.0-0.13,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
61,886.1000000014901,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/1incon4.png,52,incongruent,4,image-keyboard-response,33,67328,0.0-4.0-0.14,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
62,614.8999999985099,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/1con.png,49,congruent,1,image-keyboard-response,26,52564,0.0-4.0-0.7,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
63,1037.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics56/countingstroop/img/4incon2.png,50,congruent,2,image-keyboard-response,34,69054,0.0-4.0-0.15,False,0,2022-03-10 18:55:36,2022-03-10 18:56:48,Survey Preview,,100,72,True,2022-03-10 18:56:50,R_AFqLSBY1jOcJ6sV,,,,,38.9091033935547,-77.0203018188477,preview,EN,,
