,rt,stimulus,key_press,stim_type,count,trial_type,trial_index,time_elapsed,internal_node_id,correct,practice,ResponseId
31,416.79999999701977,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/4con.png,52.0,congruent,4,image-keyboard-response,18,36968,0.0-4.0-0.7,True,0,R_20YHyBhajq01yyN
32,932.0999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/4incon3.png,51.0,incongruent,3,image-keyboard-response,19,38640,0.0-4.0-0.8,True,0,R_20YHyBhajq01yyN
33,549.2999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/1con.png,49.0,congruent,1,image-keyboard-response,20,40233,0.0-4.0-0.9,True,0,R_20YHyBhajq01yyN
34,1190.2999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/4incon3.png,51.0,incongruent,3,image-keyboard-response,21,43374,0.0-4.0-0.10,True,0,R_20YHyBhajq01yyN
35,1034.6000000089407,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/2con.png,50.0,congruent,2,image-keyboard-response,22,46034,0.0-4.0-0.11,True,0,R_20YHyBhajq01yyN
36,1072.5999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/2incon3.png,51.0,incongruent,3,image-keyboard-response,23,49104,0.0-4.0-0.12,True,0,R_20YHyBhajq01yyN
37,687.0999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/2con.png,50.0,congruent,2,image-keyboard-response,24,51135,0.0-4.0-0.13,True,0,R_20YHyBhajq01yyN
38,608.0,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/1con.png,49.0,congruent,1,image-keyboard-response,25,52399,0.0-4.0-0.14,True,0,R_20YHyBhajq01yyN
39,784.4000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/4con.png,52.0,congruent,4,image-keyboard-response,26,54655,0.0-4.0-0.15,True,0,R_20YHyBhajq01yyN
40,940.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/2incon1.png,49.0,incongruent,1,image-keyboard-response,27,56323,0.0-4.0-0.16,True,0,R_20YHyBhajq01yyN
41,1334.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/3incon1.png,49.0,incongruent,1,image-keyboard-response,28,59314,0.0-4.0-0.17,True,0,R_20YHyBhajq01yyN
42,951.2999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/4incon1.png,49.0,incongruent,1,image-keyboard-response,29,60990,0.0-4.0-0.18,True,0,R_20YHyBhajq01yyN
43,1019.7000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/1incon3.png,51.0,incongruent,3,image-keyboard-response,30,63280,0.0-4.0-0.19,True,0,R_20YHyBhajq01yyN
44,,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/3incon2.png,,incongruent,2,image-keyboard-response,31,65588,0.0-4.0-0.20,False,0,R_20YHyBhajq01yyN
45,618.5999999940395,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/3incon2.png,50.0,incongruent,2,image-keyboard-response,32,66824,0.0-4.0-0.21,True,0,R_20YHyBhajq01yyN
46,621.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/1incon4.png,52.0,incongruent,4,image-keyboard-response,57,116249,0.0-4.0-0.46,True,0,R_20YHyBhajq01yyN
47,596.6999999880791,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-QualtricsX1/countingstroop/img/2incon4.png,51.0,incongruent,4,image-keyboard-response,58,118106,0.0-4.0-0.47,False,0,R_20YHyBhajq01yyN
